,ordernumber,orderdate,customer names,product name,channel,order quantity,unit price,line total,total unit cost,state_code,county,state,region,latitude,longitude,2017 budgets
60640,SO - 0010044,2017-12-09,Talane Group,Product 16,Wholesale,12,1005.0,12060.0,824.0999999999999,IL,McLean County,Illinois,Midwest,40.47578,-88.96991,2062061.144
60641,SO - 0010518,2017-12-09,Yombu Corp,Product 21,Wholesale,6,837.5,5025.0,619.75,MI,Calhoun County,Michigan,Midwest,42.32115,-85.17971,959899.2180000001
60642,SO - 0001301,2017-12-09,Realpoint Corp,Product 5,Export,6,234.5,1407.0,194.635,FL,Broward County,Florida,South,26.25175,-80.17894,3925424.5420000004
60643,SO - 0001420,2017-12-09,Linkbuzz Ltd,Product 30,Wholesale,11,1098.8,12086.8,813.112,RI,Providence County,Rhode Island,Northeast,41.77982,-71.43728,1011609.684
60644,SO - 0004398,2017-12-09,Quimm Company,Product 23,Distributor,10,3959.7000000000003,39597.0,1940.2530000000002,TX,Lubbock County,Texas,South,33.57786,-101.85517,1135815.7580000001
60645,SO - 0010340,2017-12-09,Holston Company,Product 29,Wholesale,12,1159.1000000000001,13909.2,579.5500000000001,KS,Shawnee County,Kansas,Midwest,39.04833,-95.67804,594471.5700000001
60646,SO - 0003121,2017-12-09,Mita Corp,Product 12,Export,6,1172.5,7035.0,656.6,IL,DuPage County,Illinois,Midwest,41.948,-87.98061,1356976.996
60647,SO - 0003630,2017-12-09,Aveda Group,Product 13,Distributor,11,194.3,2137.3,163.21200000000002,AL,Limestone County/Morgan County,Alabama,South,34.57332,-86.99214,3720639.645
60648,SO - 0005621,2017-12-09,Pixoboo Corp,Product 14,Distributor,11,6023.3,66256.3,3915.1450000000004,CT,Hartford County,Connecticut,Northeast,41.78232,-72.61203,4028698.4090000005
60649,SO - 0006841,2017-12-09,Flipstorm Group,Product 1,Export,5,3819.0,19095.0,2864.25,CA,Los Angeles County,California,West,33.84918,-118.38841,3016489.209
60650,SO - 0009712,2017-12-09,Linkbuzz Ltd,Product 25,Wholesale,10,1072.0,10720.0,761.12,MO,Buchanan County,Missouri,Midwest,39.76861,-94.84663,5342315.484
60651,SO - 0009834,2017-12-09,Dazzlesphe Corp,Product 2,Distributor,9,1031.8,9286.199999999999,794.486,WA,Spokane County,Washington,West,47.67323,-117.23937,3050087.565
60652,SO - 0003229,2017-12-10,Terumo Corp,Product 19,Wholesale,7,3973.1,27811.7,1708.433,FL,Lee County,Florida,South,26.62535,-81.6248,1645841.6
60653,SO - 0004153,2017-12-10,Jaxbean Group,Product 8,Wholesale,5,268.0,1340.0,179.56,CO,Pueblo County,Colorado,West,38.25445,-104.60914,1085037.3290000001
60654,SO - 0006611,2017-12-10,American Corp,Product 25,Export,7,201.0,1407.0,98.49,TX,Hidalgo County,Texas,South,26.30174,-98.16334,5342315.484
60655,SO - 0006961,2017-12-10,WOONSOCKET Corp,Product 4,Wholesale,12,3624.7000000000003,43496.4,2646.031,CA,Stanislaus County,California,West,37.6391,-120.99688,2885560.824
60656,SO - 0007119,2017-12-10,Tambee Company,Product 3,Wholesale,8,254.6,2036.8,142.57600000000002,MD,Montgomery County,Maryland,South,38.98067,-77.10026,2642352.432
60657,SO - 0007217,2017-12-10,Vimbo Company,Product 9,Distributor,11,1011.7,11128.7,789.1260000000001,MI,Macomb County,Michigan,Midwest,42.58031,-83.0302,710415.405
60658,SO - 0009730,2017-12-10,H Ltd,Product 25,Wholesale,6,2445.5,14673.0,1980.855,MI,Oakland County,Michigan,Midwest,42.66198,-83.38792,5342315.484
60659,SO - 0010606,2017-12-10,American Corp,Product 23,Wholesale,5,1762.1000000000001,8810.5,1444.922,NJ,Essex County,New Jersey,Northeast,40.72386,-74.23252,1135815.7580000001
60660,SO - 000333,2017-12-10,Flipbug Ltd,Product 27,Wholesale,8,1185.9,9487.2,948.7200000000001,TN,Hamilton County,Tennessee,South,35.04563,-85.30968,964940.2310000001
60661,SO - 0005058,2017-12-10,Walgreen Corp,Product 5,Wholesale,8,1031.8,8254.4,825.44,CA,Los Angeles County,California,West,33.99307,-117.96868,3925424.5420000004
60662,SO - 0007820,2017-12-10,Linkbuzz Ltd,Product 20,Wholesale,7,837.5,5862.5,544.375,IL,Cook County,Illinois,Midwest,41.84333,-87.79093,2067108.1199999999
60663,SO - 0009057,2017-12-10,NARS Group,Product 5,Wholesale,10,971.5,9715.0,437.175,PA,Lehigh County,Pennsylvania,Northeast,40.60843,-75.49018,3925424.5420000004
60664,SO - 0009289,2017-12-10,Fred's Company,Product 26,Wholesale,7,1246.2,8723.4,573.2520000000001,CT,Fairfield County,Connecticut,Northeast,41.05343,-73.53873,5685138.2700000005
60665,SO - 0003795,2017-12-10,Roomm Company,Product 16,Distributor,12,1299.8,15597.599999999999,961.852,NH,Hillsborough County,New Hampshire,Northeast,42.99564,-71.45479,2062061.144
60666,SO - 0007612,2017-12-10,US Ltd,Product 25,Distributor,6,1165.8,6994.799999999999,617.874,IL,DuPage County,Illinois,Midwest,41.94563,-88.08462,5342315.484
60667,SO - 0010708,2017-12-10,Golden Corp,Product 30,Wholesale,8,5152.3,41218.4,2576.15,PA,Lackawanna County,Pennsylvania,Northeast,41.40897,-75.66241,1011609.684
60668,SO - 0001852,2017-12-10,Accudial Company,Product 4,Distributor,6,1902.8,11416.8,1255.848,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,2885560.824
60669,SO - 0001980,2017-12-10,Cogidoo Company,Product 17,Wholesale,8,871.0,6968.0,574.86,PA,Delaware County,Pennsylvania,Northeast,39.94901,-75.28912,2119616.824
60670,SO - 0006552,2017-12-10,Jabbercube Corp,Product 14,Wholesale,9,6123.8,55114.200000000004,3306.8520000000003,CA,Yolo County,California,West,38.58046,-121.53023,4028698.4090000005
60671,SO - 0007049,2017-12-10,The Ltd,Product 22,Export,7,180.9,1266.3,141.102,NV,Clark County,Nevada,West,36.10803,-115.245,663601.902
60672,SO - 0009288,2017-12-10,Arbor Company,Product 15,Wholesale,9,951.4,8562.6,428.13,TX,Johnson County/Tarrant County/Ellis County,Texas,South,32.56919,-97.12053,3299478.315
60673,SO - 0009924,2017-12-10,Aibox Company,Product 12,Wholesale,10,2532.6,25326.0,1696.842,CA,Orange County,California,West,33.75918,-118.00673,1356976.996
60674,SO - 0001258,2017-12-10,Accudial Company,Product 4,Distributor,6,1072.0,6432.0,621.76,WA,Pierce County,Washington,West,47.25288,-122.44429,2885560.824
60675,SO - 0001935,2017-12-10,Fred's Company,Product 18,Distributor,9,2887.7000000000003,25989.300000000003,1212.834,WA,King County,Washington,West,47.32232,-122.31262,2309499.045
60676,SO - 0002457,2017-12-10,Divanoodle Ltd,Product 29,Distributor,5,5514.1,27570.5,4025.293,TX,Williamson County/Travis County,Texas,South,30.51457,-97.81922,594471.5700000001
60677,SO - 0002627,2017-12-10,Buzzshare Company,Product 16,Wholesale,11,3912.8,43040.8,3091.112,KS,Johnson County,Kansas,Midwest,38.8814,-94.81913,2062061.144
60678,SO - 0003863,2017-12-10,Vitz Company,Product 16,Wholesale,5,241.20000000000002,1206.0,96.48000000000002,MT,Yellowstone County,Montana,West,45.78329,-108.50069,2062061.144
60679,SO - 0005822,2017-12-10,Aldi Ltd,Product 14,Wholesale,9,1045.2,9406.800000000001,888.42,IL,Cook County,Illinois,Midwest,42.02911,-88.08951,4028698.4090000005
60680,SO - 0006736,2017-12-10,Janyx Group,Product 17,Distributor,9,3852.5,34672.5,2311.5,CA,Los Angeles County,California,West,34.05529,-117.75228,2119616.824
60681,SO - 0009800,2017-12-10,Janyx Group,Product 13,Wholesale,8,3886.0,31088.0,2215.02,MO,Christian County/Greene County,Missouri,Midwest,37.19415,-93.2913,3720639.645
60682,SO - 0010344,2017-12-10,BTA Corp,Product 8,Wholesale,6,2666.6,15999.599999999999,1546.628,MI,Wayne County,Michigan,Midwest,42.3242,-83.40021,1085037.3290000001
60683,SO - 0002199,2017-12-10,Zooveo Company,Product 14,Export,10,1152.4,11524.0,507.05600000000004,TN,Madison County,Tennessee,South,35.61452,-88.81395,4028698.4090000005
60684,SO - 0005323,2017-12-10,Cantrell Company,Product 25,Distributor,8,1922.9,15383.2,999.9080000000001,GA,Lowndes County,Georgia,South,30.8327,-83.27849,5342315.484
60685,SO - 0005476,2017-12-10,Dazzlesphe Corp,Product 26,Wholesale,11,1072.0,11792.0,493.12,CA,Ventura County,California,West,34.21639,-119.0376,5685138.2700000005
60686,SO - 0005713,2017-12-10,Nlounge Ltd,Product 10,Wholesale,12,2391.9,28702.800000000003,1387.302,IN,Monroe County,Indiana,Midwest,39.11904,-86.51979,864331.624
60687,SO - 0006097,2017-12-10,Zoomdog Corp,Product 25,Wholesale,8,2010.0,16080.0,1386.8999999999999,CA,Sacramento County,California,West,38.61713,-121.32828,5342315.484
60688,SO - 0006649,2017-12-10,Cogilith Group,Product 25,Distributor,7,1018.4,7128.8,672.144,IA,Warren County/Polk County,Iowa,Midwest,41.57259,-93.61024,5342315.484
60689,SO - 0007449,2017-12-10,Kare Corp,Product 30,Distributor,7,1909.5,13366.5,801.99,IL,Will County,Illinois,Midwest,41.59381,-88.19968,1011609.684
60690,SO - 0007691,2017-12-10,NCS Group,Product 7,Wholesale,7,2633.1,18431.7,1764.1770000000001,FL,Lee County,Florida,South,26.64063,-81.87231,889737.555
60691,SO - 0008902,2017-12-10,Jaxbean Group,Product 25,Export,11,1145.7,12602.7,492.651,WA,King County,Washington,West,47.68149,-122.20874,5342315.484
60692,SO - 0002200,2017-12-11,Cogilith Group,Product 13,Distributor,9,3819.0,34371.0,1565.79,AR,Craighead County,Arkansas,South,35.8423,-90.70428,3720639.645
60693,SO - 0002568,2017-12-11,Pfizer Corp,Product 24,Export,6,2291.4,13748.400000000001,1191.528,MS,DeSoto County,Mississippi,South,34.98898,-90.01259,756557.97
60694,SO - 0002791,2017-12-11,Zoovu Corp,Product 3,Distributor,10,1092.1000000000001,10921.000000000002,851.8380000000001,MI,Kent County,Michigan,Midwest,42.91336,-85.70531,2642352.432
60695,SO - 0003090,2017-12-11,Ascend Ltd,Product 18,Distributor,8,1085.4,8683.2,716.3640000000001,LA,Bossier Parish,Louisiana,South,32.51599,-93.73212,2309499.045
60696,SO - 0010603,2017-12-11,Mita Corp,Product 2,Export,11,2425.4,26679.4,1600.7640000000001,AZ,Maricopa County/Yavapai County,Arizona,West,33.7862,-112.30801,3050087.565
60697,SO - 0010430,2017-12-11,Accord Group,Product 5,Export,12,6251.1,75013.20000000001,2938.017,NJ,Hudson County,New Jersey,Northeast,40.78788,-74.01431,3925424.5420000004
60698,SO - 0001362,2017-12-11,Rochester Group,Product 25,Wholesale,12,1132.3,13587.599999999999,520.858,FL,Brevard County,Florida,South,28.08363,-80.60811,5342315.484
60699,SO - 0002012,2017-12-11,Colgate-Pa Group,Product 18,Distributor,11,5319.8,58517.8,3298.2760000000003,WA,Spokane County,Washington,West,47.67323,-117.23937,2309499.045
60700,SO - 0002268,2017-12-11,Buzzbean Group,Product 14,Wholesale,8,3946.3,31570.4,1894.224,FL,Broward County,Florida,South,26.06287,-80.2331,4028698.4090000005
60701,SO - 0004484,2017-12-11,GOOD Ltd,Product 8,Distributor,11,2572.8,28300.800000000003,1517.952,GA,Fulton County,Georgia,South,33.92427,-84.37854,1085037.3290000001
60702,SO - 0006995,2017-12-11,State Ltd,Product 15,Wholesale,9,1105.5,9949.5,895.455,FL,Orange County,Florida,South,28.53834,-81.37924,3299478.315
60703,SO - 0010462,2017-12-11,Jabbercube Corp,Product 17,Wholesale,6,3912.8,23476.800000000003,2425.936,GA,Fulton County,Georgia,South,34.07538,-84.29409,2119616.824
60704,SO - 0008693,2017-12-11,Livepath Corp,Product 10,Wholesale,9,6050.1,54450.9,3025.05,CO,Weld County,Colorado,West,40.42331,-104.70913,864331.624
60705,SO - 000911,2017-12-11,Aimbo Corp,Product 13,Wholesale,11,824.1,9065.1,684.003,MI,Ottawa County,Michigan,Midwest,42.90538,-85.8446,3720639.645
60706,SO - 0001632,2017-12-11,Chatterbri Ltd,Product 15,Export,8,3993.2000000000003,31945.600000000002,1597.2800000000002,NJ,Hudson County,New Jersey,Northeast,40.79416,-74.02495,3299478.315
60707,SO - 0003522,2017-12-11,Flipstorm Group,Product 25,Distributor,12,3604.6,43255.2,2270.898,CT,Fairfield County,Connecticut,Northeast,41.05343,-73.53873,5342315.484
60708,SO - 0004152,2017-12-11,Gabvine Ltd,Product 11,Wholesale,7,241.20000000000002,1688.4,159.192,MD,Montgomery County,Maryland,South,39.14344,-77.20137,1230458.484
60709,SO - 0004282,2017-12-11,Lazzy Group,Product 29,Wholesale,11,2284.7000000000003,25131.700000000004,1941.9950000000001,MD,Montgomery County,Maryland,South,39.17316,-77.27165,594471.5700000001
60710,SO - 0004664,2017-12-11,Mydeo Ltd,Product 16,Wholesale,10,1105.5,11055.0,519.5849999999999,WI,La Crosse County,Wisconsin,Midwest,43.80136,-91.23958,2062061.144
60711,SO - 0005138,2017-12-11,Eidel Corp,Product 16,Wholesale,7,5540.900000000001,38786.3,2437.996,UT,Cache County,Utah,West,41.73549,-111.83439,2062061.144
60712,SO - 0006370,2017-12-11,Topco Company,Product 13,Distributor,7,1695.1000000000001,11865.7,1101.815,CT,Hartford County,Connecticut,Northeast,41.7607,-72.60765,3720639.645
60713,SO - 0007543,2017-12-11,Jaxbean Group,Product 1,Wholesale,5,1118.9,5594.5,850.364,OR,Washington County,Oregon,West,45.48706,-122.80371,3016489.209
60714,SO - 0009440,2017-12-11,Oba Company,Product 1,Wholesale,11,207.70000000000002,2284.7000000000003,89.311,NY,Bronx County,New York,Northeast,40.83722,-73.88611,3016489.209
60715,SO - 0009922,2017-12-11,Pacific Ltd,Product 25,Wholesale,11,2438.8,26826.800000000003,1195.0120000000002,IL,Macon County,Illinois,Midwest,39.84031,-88.9548,5342315.484
60716,SO - 000607,2017-12-11,Neutrogena Ltd,Product 2,Wholesale,8,3705.1,29640.8,2111.9069999999997,MN,Hennepin County,Minnesota,Midwest,45.01052,-93.45551,3050087.565
60717,SO - 0001750,2017-12-11,Thoughtmix Ltd,Product 2,Wholesale,7,194.3,1360.1000000000001,102.97900000000001,IN,Clark County,Indiana,Midwest,38.31459,-85.73894,3050087.565
60718,SO - 0007582,2017-12-11,Cogidoo Company,Product 14,Wholesale,9,3932.9,35396.1,2831.688,IN,Delaware County,Indiana,Midwest,40.19338,-85.38636,4028698.4090000005
60719,SO - 000669,2017-12-11,Yodoo Ltd,Product 2,Export,10,1708.5,17085.0,1213.0349999999999,CA,Santa Clara County,California,West,37.38605,-122.08385,3050087.565
60720,SO - 0001802,2017-12-11,General Company,Product 18,Distributor,9,1159.1000000000001,10431.900000000001,533.186,WA,Pierce County,Washington,West,47.17176,-122.51846,2309499.045
60721,SO - 0006751,2017-12-11,Arbor Company,Product 2,Distributor,6,1246.2,7477.200000000001,710.334,CA,San Diego County,California,West,32.71533,-117.15726,3050087.565
60722,SO - 0007473,2017-12-11,Bluezoom Group,Product 1,Distributor,7,2599.6,18197.2,1819.7199999999998,MI,Wayne County,Michigan,Midwest,42.33143,-83.04575,3016489.209
60723,SO - 0010714,2017-12-11,Wise Company,Product 6,Wholesale,5,3450.5,17252.5,2346.34,NJ,Ocean County,New Jersey,Northeast,40.06177,-74.10956,1672229.416
60724,SO - 0009264,2017-12-11,State Ltd,Product 17,Distributor,9,3745.3,33707.700000000004,2808.9750000000004,CA,Riverside County,California,West,34.00259,-117.46761,2119616.824
60725,SO - 0010189,2017-12-11,Kare Corp,Product 13,Wholesale,6,3691.7000000000003,22150.2,2178.103,MT,Yellowstone County,Montana,West,45.78329,-108.50069,3720639.645
60726,SO - 000616,2017-12-11,Jayo Company,Product 25,Distributor,7,5849.1,40943.700000000004,3041.532,NY,Kings County,New York,Northeast,40.62472,-73.95222,5342315.484
60727,SO - 0002371,2017-12-11,Viva Ltd,Product 11,Wholesale,7,1098.8,7691.599999999999,879.04,OH,Hamilton County,Ohio,Midwest,39.162,-84.45689,1230458.484
60728,SO - 0002402,2017-12-11,CLINIQUE Ltd,Product 16,Wholesale,6,5976.400000000001,35858.4,3585.84,IL,Cook County,Illinois,Midwest,42.06642,-87.93729,2062061.144
60729,SO - 0004133,2017-12-11,Sanum-Kehl Group,Product 15,Distributor,5,1728.6000000000001,8643.0,1123.5900000000001,CA,San Diego County,California,West,33.11921,-117.08642,3299478.315
60730,SO - 0005743,2017-12-11,Kare Corp,Product 13,Distributor,8,1232.8,9862.4,493.12,IN,Floyd County,Indiana,Midwest,38.31527,-85.83185,3720639.645
60731,SO - 0008540,2017-12-11,Realbridge Corp,Product 4,Distributor,10,2278.0,22780.0,1526.26,MD,Frederick County,Maryland,South,39.41427,-77.41054,2885560.824
60732,SO - 0009106,2017-12-11,Podcat Corp,Product 4,Wholesale,6,3035.1,18210.6,1699.6560000000002,CA,San Bernardino County,California,West,34.01223,-117.68894,2885560.824
60733,SO - 0009891,2017-12-11,Mita Corp,Product 14,Distributor,6,3819.0,22914.0,2864.25,IL,Will County,Illinois,Midwest,41.68366,-88.08834,4028698.4090000005
60734,SO - 000154,2017-12-12,Cogidoo Company,Product 15,Export,7,3825.7000000000003,26779.9,2257.163,CA,Alameda County,California,West,37.68187,-121.76801,3299478.315
60735,SO - 0002248,2017-12-12,Avamba Company,Product 25,Wholesale,6,167.5,1005.0,108.875,CA,Riverside County,California,West,33.72224,-116.37446,5342315.484
60736,SO - 0002599,2017-12-12,Valeant Corp,Product 25,Wholesale,5,1045.2,5226.0,637.572,FL,Miami-Dade County,Florida,South,25.77427,-80.19366,5342315.484
60737,SO - 0004278,2017-12-12,ALK-Abello Ltd,Product 25,Distributor,8,904.5,7236.0,723.6,WI,La Crosse County,Wisconsin,Midwest,43.80136,-91.23958,5342315.484
60738,SO - 0010003,2017-12-12,BTA Corp,Product 20,Distributor,6,5299.7,31798.199999999997,2172.877,MI,Oakland County,Michigan,Midwest,42.47337,-83.22187,2067108.1199999999
60739,SO - 0009937,2017-12-12,Organon Corp,Product 18,Wholesale,7,1943.0,13601.0,835.49,CT,Hartford County,Connecticut,Northeast,41.76204,-72.74204,2309499.045
60740,SO - 000801,2017-12-12,Yodoo Ltd,Product 26,Wholesale,5,1065.3,5326.5,671.139,IL,Cook County,Illinois,Midwest,42.04114,-87.69006,5685138.2700000005
60741,SO - 0003584,2017-12-12,Z.H.T. Group,Product 25,Wholesale,12,2385.2000000000003,28622.4,1454.9720000000002,IL,Cook County,Illinois,Midwest,42.10987,-87.94458,5342315.484
60742,SO - 0003889,2017-12-12,Dazzlesphe Corp,Product 15,Wholesale,5,1882.7,9413.5,903.696,CA,Sacramento County,California,West,38.70712,-121.28106,3299478.315
60743,SO - 0005697,2017-12-12,Linklinks Ltd,Product 26,Distributor,10,1983.2,19832.0,1189.92,IL,Cook County,Illinois,Midwest,42.03336,-87.73339,5685138.2700000005
60744,SO - 0008075,2017-12-12,Zoomdog Corp,Product 22,Wholesale,7,790.6,5534.2,490.172,IL,McLean County,Illinois,Midwest,40.53839,-88.98528,663601.902
60745,SO - 0010256,2017-12-12,Jaxbean Group,Product 26,Wholesale,11,1011.7,11128.7,849.828,VA,Fairfax County,Virginia,South,38.84039,-77.42888,5685138.2700000005
60746,SO - 0008097,2017-12-12,Skidoo Company,Product 2,Export,9,5071.900000000001,45647.100000000006,3246.0160000000005,CT,New Haven County,Connecticut,Northeast,41.5585,-73.03668,3050087.565
60747,SO - 0002778,2017-12-12,Skidoo Company,Product 5,Distributor,5,207.70000000000002,1038.5,168.23700000000002,CA,Monterey County,California,West,36.67774,-121.6555,3925424.5420000004
60748,SO - 0002995,2017-12-12,Shuffledri Group,Product 13,Distributor,10,1936.3,19363.0,929.424,IN,Monroe County,Indiana,Midwest,39.11904,-86.51979,3720639.645
60749,SO - 0003068,2017-12-12,NCS Group,Product 25,Wholesale,6,227.8,1366.8000000000002,152.626,FL,Leon County,Florida,South,30.43826,-84.28073,5342315.484
60750,SO - 0003411,2017-12-12,Feednation Corp,Product 21,Distributor,11,2887.7000000000003,31764.700000000004,1443.8500000000001,IN,Vigo County,Indiana,Midwest,39.4667,-87.41391,959899.2180000001
60751,SO - 0003487,2017-12-12,Zoonder Group,Product 15,Export,5,3993.2000000000003,19966.0,3234.4920000000006,IL,DuPage County,Illinois,Midwest,41.94563,-88.08462,3299478.315
60752,SO - 0003650,2017-12-12,SAFEWAY Ltd,Product 20,Distributor,9,3832.4,34491.6,2376.088,CT,New Haven County,Connecticut,Northeast,41.22509,-73.06111,2067108.1199999999
60753,SO - 0004970,2017-12-12,Janyx Group,Product 13,Wholesale,9,268.0,2412.0,123.28,CA,Contra Costa County,California,West,37.97798,-122.03107,3720639.645
60754,SO - 0005190,2017-12-12,Viva Ltd,Product 4,Wholesale,7,3169.1,22183.7,2313.4429999999998,MO,Cass County/Jackson County,Missouri,Midwest,38.9216,-94.38476,2885560.824
60755,SO - 0006100,2017-12-12,Tambee Company,Product 4,Wholesale,8,1112.2,8897.6,556.1,GA,Fulton County,Georgia,South,33.92427,-84.37854,2885560.824
60756,SO - 0007788,2017-12-12,Realpoint Corp,Product 16,Distributor,6,1922.9,11537.400000000001,999.9080000000001,MA,Bristol County,Massachusetts,Northeast,41.70149,-71.15505,2062061.144
